modelName,modelPath,sourceLanguages,targetLanguages,sourceLanguage,targetLanguage,modelURL,description,prependTargetLanguage
opus-mt-en-nic,Helsinki-NLP/opus-mt-en-nic,eng,bam_Latn ewe fuc fuv ibo kin lin lug nya run sag sna swh toi_Latn tso umb wol xho yor zul,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-nic, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-nic/README.md","eng-nic, source group: English, target group: Niger-Kordofanian languages NMT model.",True
opus-mt-en-niu,Helsinki-NLP/opus-mt-en-niu,en,niu,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-niu, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-niu/README.md",opus-mt-en-niu NMT model.,False
opus-mt-en-nl,Helsinki-NLP/opus-mt-en-nl,en,nl,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-nl, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-nl/README.md",opus-mt-en-nl NMT model.,False
opus-mt-en-nso,Helsinki-NLP/opus-mt-en-nso,en,nso,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-nso, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-nso/README.md",opus-mt-en-nso NMT model.,False
opus-mt-en-ny,Helsinki-NLP/opus-mt-en-ny,en,ny,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-ny, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-ny/README.md",opus-mt-en-ny NMT model.,False
opus-mt-en-nyk,Helsinki-NLP/opus-mt-en-nyk,en,nyk,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-nyk, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-nyk/README.md",opus-mt-en-nyk NMT model.,False
opus-mt-en-om,Helsinki-NLP/opus-mt-en-om,en,om,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-om, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-om/README.md",opus-mt-en-om NMT model.,False
opus-mt-en-pag,Helsinki-NLP/opus-mt-en-pag,en,pag,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-pag, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-pag/README.md",opus-mt-en-pag NMT model.,False
opus-mt-en-pap,Helsinki-NLP/opus-mt-en-pap,en,pap,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-pap, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-pap/README.md",opus-mt-en-pap NMT model.,False
opus-mt-en-phi,Helsinki-NLP/opus-mt-en-phi,eng,akl_Latn ceb hil ilo pag war,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-phi, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-phi/README.md","eng-phi, source group: English, target group: Philippine languages NMT model.",True
opus-mt-en-pis,Helsinki-NLP/opus-mt-en-pis,en,pis,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-pis, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-pis/README.md",opus-mt-en-pis NMT model.,False
opus-mt-en-pon,Helsinki-NLP/opus-mt-en-pon,en,pon,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-pon, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-pon/README.md",opus-mt-en-pon NMT model.,False
opus-mt-en-poz,Helsinki-NLP/opus-mt-en-poz,eng,akl_Latn ceb cha dtp fij gil haw hil iba ilo ind jav jav_Java lkt mad mah max_Latn min mlg mri nau niu pag pau rap smo sun tah tet tmw_Latn ton tvl war zlm_Latn zsm_Latn,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-poz, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-poz/README.md","eng-poz, source group: English, target group: Malayo-Polynesian languages NMT model.",True
opus-mt-en-pqe,Helsinki-NLP/opus-mt-en-pqe,eng,fij gil haw lkt mah mri nau niu rap smo tah ton tvl,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-pqe, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-pqe/README.md","eng-pqe, source group: English, target group: Eastern Malayo-Polynesian languages NMT model.",True
opus-mt-en-pqw,Helsinki-NLP/opus-mt-en-pqw,eng,akl_Latn ceb cha dtp hil iba ilo ind jav jav_Java mad max_Latn min mlg pag pau sun tmw_Latn war zlm_Latn zsm_Latn,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-pqw, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-pqw/README.md","eng-pqw, source group: English, target group: Western Malayo-Polynesian languages NMT model.",True
opus-mt-en-rn,Helsinki-NLP/opus-mt-en-rn,eng,run,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-rn, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-run/README.md","eng-run, source group: English, target group: Rundi NMT model.",False
opus-mt-en-rnd,Helsinki-NLP/opus-mt-en-rnd,en,rnd,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-rnd, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-rnd/README.md",opus-mt-en-rnd NMT model.,False
opus-mt-en-ro,Helsinki-NLP/opus-mt-en-ro,en,ro,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-ro, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-ro/README.md",opus-mt-en-ro NMT model.,False
opus-mt-en-roa,Helsinki-NLP/opus-mt-en-roa,eng,arg ast cat cos egl ext fra frm_Latn gcf_Latn glg hat ind ita lad lad_Latn lij lld_Latn lmo max_Latn mfe min mwl oci pap pms por roh ron scn spa tmw_Latn vec wln zlm_Latn zsm_Latn,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-roa, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-roa/README.md","eng-roa, source group: English, target group: Romance languages NMT model.",True
opus-mt-en-ru,Helsinki-NLP/opus-mt-en-ru,en,ru,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-ru, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-ru/README.md",opus-mt-en-ru NMT model.,False
opus-mt-en-run,Helsinki-NLP/opus-mt-en-run,en,run,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-run, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-run/README.md",opus-mt-en-run NMT model.,False
opus-mt-en-rw,Helsinki-NLP/opus-mt-en-rw,en,rw,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-rw, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-rw/README.md",opus-mt-en-rw NMT model.,False
opus-mt-en-sal,Helsinki-NLP/opus-mt-en-sal,eng,shs_Latn,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-sal, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-sal/README.md","eng-sal, source group: English, target group: Salishan languages NMT model.",False
opus-mt-en-sem,Helsinki-NLP/opus-mt-en-sem,eng,acm afb amh apc ara arq ary arz heb mlt tir,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-sem, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-sem/README.md","eng-sem, source group: English, target group: Semitic languages NMT model.",True
opus-mt-en-sg,Helsinki-NLP/opus-mt-en-sg,en,sg,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-sg, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-sg/README.md",opus-mt-en-sg NMT model.,False
opus-mt-en-sit,Helsinki-NLP/opus-mt-en-sit,eng,bod brx brx_Latn cjy_Hans cjy_Hant cmn cmn_Hans cmn_Hant gan lzh lzh_Hans mya nan wuu yue yue_Hans yue_Hant zho zho_Hans zho_Hant,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-sit, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-sit/README.md","eng-sit, source group: English, target group: Sino-Tibetan languages NMT model.",True
opus-mt-en-sk,Helsinki-NLP/opus-mt-en-sk,en,sk,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-sk, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-sk/README.md",opus-mt-en-sk NMT model.,False
opus-mt-en-sla,Helsinki-NLP/opus-mt-en-sla,eng,bel bel_Latn bos_Latn bul bul_Latn ces csb_Latn dsb hrv hsb mkd orv_Cyrl pol rue rus slv srp_Cyrl srp_Latn ukr,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-sla, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-sla/README.md","eng-sla, source group: English, target group: Slavic languages NMT model.",True
opus-mt-en-sm,Helsinki-NLP/opus-mt-en-sm,en,sm,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-sm, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-sm/README.md",opus-mt-en-sm NMT model.,False
opus-mt-en-sn,Helsinki-NLP/opus-mt-en-sn,en,sn,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-sn, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-sn/README.md",opus-mt-en-sn NMT model.,False
opus-mt-en-sq,Helsinki-NLP/opus-mt-en-sq,en,sq,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-sq, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-sq/README.md",opus-mt-en-sq NMT model.,False
opus-mt-en-ss,Helsinki-NLP/opus-mt-en-ss,en,ss,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-ss, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-ss/README.md",opus-mt-en-ss NMT model.,False
opus-mt-en-st,Helsinki-NLP/opus-mt-en-st,en,st,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-st, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-st/README.md",opus-mt-en-st NMT model.,False
opus-mt-en-sv,Helsinki-NLP/opus-mt-en-sv,en,sv,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-sv, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-sv/README.md",opus-mt-en-sv NMT model.,False
opus-mt-en-sw,Helsinki-NLP/opus-mt-en-sw,en,sw,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-sw, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-sw/README.md",opus-mt-en-sw NMT model.,False
opus-mt-en-swc,Helsinki-NLP/opus-mt-en-swc,en,swc,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-swc, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-swc/README.md",opus-mt-en-swc NMT model.,False
opus-mt-en-tdt,Helsinki-NLP/opus-mt-en-tdt,en,tdt,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-tdt, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-tdt/README.md",opus-mt-en-tdt NMT model.,False
opus-mt-en-ti,Helsinki-NLP/opus-mt-en-ti,en,ti,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-ti, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-ti/README.md",opus-mt-en-ti NMT model.,False
opus-mt-en-tiv,Helsinki-NLP/opus-mt-en-tiv,en,tiv,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-tiv, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-tiv/README.md",opus-mt-en-tiv NMT model.,False
opus-mt-en-tl,Helsinki-NLP/opus-mt-en-tl,en,tl,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-tl, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-tl/README.md",opus-mt-en-tl NMT model.,False
opus-mt-en-tll,Helsinki-NLP/opus-mt-en-tll,en,tll,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-tll, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-tll/README.md",opus-mt-en-tll NMT model.,False
opus-mt-en-tn,Helsinki-NLP/opus-mt-en-tn,en,tn,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-tn, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-tn/README.md",opus-mt-en-tn NMT model.,False
opus-mt-en-to,Helsinki-NLP/opus-mt-en-to,en,to,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-to, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-to/README.md",opus-mt-en-to NMT model.,False
opus-mt-en-toi,Helsinki-NLP/opus-mt-en-toi,en,toi,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-toi, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-toi/README.md",opus-mt-en-toi NMT model.,False
opus-mt-en-tpi,Helsinki-NLP/opus-mt-en-tpi,en,tpi,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-tpi, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-tpi/README.md",opus-mt-en-tpi NMT model.,False
opus-mt-en-trk,Helsinki-NLP/opus-mt-en-trk,eng,aze_Latn bak chv crh crh_Latn kaz_Cyrl kaz_Latn kir_Cyrl kjh kum ota_Arab ota_Latn sah tat tat_Arab tat_Latn tuk tuk_Latn tur tyv uig_Arab uig_Cyrl uzb_Cyrl uzb_Latn,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-trk, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-trk/README.md","eng-trk, source group: English, target group: Turkic languages NMT model.",True
opus-mt-en-ts,Helsinki-NLP/opus-mt-en-ts,en,ts,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-ts, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-ts/README.md",opus-mt-en-ts NMT model.,False
opus-mt-en-tut,Helsinki-NLP/opus-mt-en-tut,eng,aze_Latn bak chv crh crh_Latn kaz_Cyrl kaz_Latn kir_Cyrl kjh kum mon nog ota_Arab ota_Latn sah tat tat_Arab tat_Latn tuk tuk_Latn tur tyv uig_Arab uig_Cyrl uzb_Cyrl uzb_Latn xal,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-tut, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-tut/README.md","eng-tut, source group: English, target group: Altaic languages NMT model.",True
opus-mt-en-tvl,Helsinki-NLP/opus-mt-en-tvl,en,tvl,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-tvl, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-tvl/README.md",opus-mt-en-tvl NMT model.,False
opus-mt-en-tw,Helsinki-NLP/opus-mt-en-tw,en,tw,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-tw, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-tw/README.md",opus-mt-en-tw NMT model.,False
opus-mt-en-ty,Helsinki-NLP/opus-mt-en-ty,en,ty,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-ty, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-ty/README.md",opus-mt-en-ty NMT model.,False
opus-mt-en-uk,Helsinki-NLP/opus-mt-en-uk,en,uk,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-uk, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-uk/README.md",opus-mt-en-uk NMT model.,False
opus-mt-en-umb,Helsinki-NLP/opus-mt-en-umb,en,umb,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-umb, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-umb/README.md",opus-mt-en-umb NMT model.,False
opus-mt-en-ur,Helsinki-NLP/opus-mt-en-ur,eng,urd,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-ur, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-urd/README.md","eng-urd, source group: English, target group: Urdu NMT model.",False
opus-mt-en-urj,Helsinki-NLP/opus-mt-en-urj,eng,est fin fkv_Latn hun izh kpv krl liv_Latn mdf mhr myv sma sme udm vro,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-urj, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-urj/README.md","eng-urj, source group: English, target group: Uralic languages NMT model.",True
opus-mt-en-vi,Helsinki-NLP/opus-mt-en-vi,eng,vie vie_Hani,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-vi, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-vie/README.md","eng-vie, source group: English, target group: Vietnamese NMT model.",True
opus-mt-en-xh,Helsinki-NLP/opus-mt-en-xh,en,xh,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-xh, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-xh/README.md",opus-mt-en-xh NMT model.,False
opus-mt-en-zh,Helsinki-NLP/opus-mt-en-zh,eng,cjy_Hans cjy_Hant cmn cmn_Hans cmn_Hant gan lzh lzh_Hans nan wuu yue yue_Hans yue_Hant,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-zh, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-zho/README.md","eng-zho, source group: English, target group: Chinese NMT model.",True
opus-mt-en-zle,Helsinki-NLP/opus-mt-en-zle,eng,bel bel_Latn orv_Cyrl rue rus ukr,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-zle, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-zle/README.md","eng-zle, source group: English, target group: East Slavic languages NMT model.",True
opus-mt-en-zls,Helsinki-NLP/opus-mt-en-zls,eng,bos_Latn bul bul_Latn hrv mkd slv srp_Cyrl srp_Latn,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-zls, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-zls/README.md","eng-zls, source group: English, target group: South Slavic languages NMT model.",True
opus-mt-en-zlw,Helsinki-NLP/opus-mt-en-zlw,eng,ces csb_Latn dsb hsb pol,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-zlw, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-zlw/README.md","eng-zlw, source group: English, target group: West Slavic languages NMT model.",True
opus-mt-en_el_es_fi-en_el_es_fi,Helsinki-NLP/opus-mt-en_el_es_fi-en_el_es_fi,en el es fi,en el es fi,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en_el_es_fi-en_el_es_fi, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en+el+es+fi-en+el+es+fi/README.md",opus-mt-en_el_es_fi-en_el_es_fi NMT model.,True
opus-mt-eo-af,Helsinki-NLP/opus-mt-eo-af,epo,afr,,,"https://huggingface.co/Helsinki-NLP/opus-mt-eo-af, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/epo-afr/README.md","epo-afr, source group: Esperanto, target group: Afrikaans NMT model.",False
opus-mt-eo-bg,Helsinki-NLP/opus-mt-eo-bg,epo,bul,,,"https://huggingface.co/Helsinki-NLP/opus-mt-eo-bg, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/epo-bul/README.md","epo-bul, source group: Esperanto, target group: Bulgarian NMT model.",False
opus-mt-eo-cs,Helsinki-NLP/opus-mt-eo-cs,epo,ces,,,"https://huggingface.co/Helsinki-NLP/opus-mt-eo-cs, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/epo-ces/README.md","epo-ces, source group: Esperanto, target group: Czech NMT model.",False
opus-mt-eo-da,Helsinki-NLP/opus-mt-eo-da,epo,dan,,,"https://huggingface.co/Helsinki-NLP/opus-mt-eo-da, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/epo-dan/README.md","epo-dan, source group: Esperanto, target group: Danish NMT model.",False
opus-mt-eo-de,Helsinki-NLP/opus-mt-eo-de,eo,de,,,"https://huggingface.co/Helsinki-NLP/opus-mt-eo-de, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/eo-de/README.md",opus-mt-eo-de NMT model.,False
opus-mt-eo-el,Helsinki-NLP/opus-mt-eo-el,epo,ell,,,"https://huggingface.co/Helsinki-NLP/opus-mt-eo-el, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/epo-ell/README.md","epo-ell, source group: Esperanto, target group: Modern Greek (1453-) NMT model.",False
opus-mt-eo-en,Helsinki-NLP/opus-mt-eo-en,eo,en,,,"https://huggingface.co/Helsinki-NLP/opus-mt-eo-en, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/eo-en/README.md",opus-mt-eo-en NMT model.,False
opus-mt-eo-es,Helsinki-NLP/opus-mt-eo-es,eo,es,,,"https://huggingface.co/Helsinki-NLP/opus-mt-eo-es, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/eo-es/README.md",opus-mt-eo-es NMT model.,False
opus-mt-eo-fi,Helsinki-NLP/opus-mt-eo-fi,epo,fin,,,"https://huggingface.co/Helsinki-NLP/opus-mt-eo-fi, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/epo-fin/README.md","epo-fin, source group: Esperanto, target group: Finnish NMT model.",False
opus-mt-eo-fr,Helsinki-NLP/opus-mt-eo-fr,eo,fr,,,"https://huggingface.co/Helsinki-NLP/opus-mt-eo-fr, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/eo-fr/README.md",opus-mt-eo-fr NMT model.,False
opus-mt-eo-he,Helsinki-NLP/opus-mt-eo-he,epo,heb,,,"https://huggingface.co/Helsinki-NLP/opus-mt-eo-he, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/epo-heb/README.md","epo-heb, source group: Esperanto, target group: Hebrew NMT model.",False
opus-mt-eo-hu,Helsinki-NLP/opus-mt-eo-hu,epo,hun,,,"https://huggingface.co/Helsinki-NLP/opus-mt-eo-hu, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/epo-hun/README.md","epo-hun, source group: Esperanto, target group: Hungarian NMT model.",False
opus-mt-eo-it,Helsinki-NLP/opus-mt-eo-it,epo,ita,,,"https://huggingface.co/Helsinki-NLP/opus-mt-eo-it, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/epo-ita/README.md","epo-ita, source group: Esperanto, target group: Italian NMT model.",False
opus-mt-eo-nl,Helsinki-NLP/opus-mt-eo-nl,epo,nld,,,"https://huggingface.co/Helsinki-NLP/opus-mt-eo-nl, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/epo-nld/README.md","epo-nld, source group: Esperanto, target group: Dutch NMT model.",False
opus-mt-eo-pl,Helsinki-NLP/opus-mt-eo-pl,epo,pol,,,"https://huggingface.co/Helsinki-NLP/opus-mt-eo-pl, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/epo-pol/README.md","epo-pol, source group: Esperanto, target group: Polish NMT model.",False
opus-mt-eo-pt,Helsinki-NLP/opus-mt-eo-pt,epo,por,,,"https://huggingface.co/Helsinki-NLP/opus-mt-eo-pt, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/epo-por/README.md","epo-por, source group: Esperanto, target group: Portuguese NMT model.",False
opus-mt-eo-ro,Helsinki-NLP/opus-mt-eo-ro,epo,ron,,,"https://huggingface.co/Helsinki-NLP/opus-mt-eo-ro, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/epo-ron/README.md","epo-ron, source group: Esperanto, target group: Romanian NMT model.",False
opus-mt-eo-ru,Helsinki-NLP/opus-mt-eo-ru,epo,rus,,,"https://huggingface.co/Helsinki-NLP/opus-mt-eo-ru, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/epo-rus/README.md","epo-rus, source group: Esperanto, target group: Russian NMT model.",False
opus-mt-eo-sh,Helsinki-NLP/opus-mt-eo-sh,epo,bos_Latn hrv srp_Cyrl srp_Latn,,,"https://huggingface.co/Helsinki-NLP/opus-mt-eo-sh, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/epo-hbs/README.md","epo-hbs, source group: Esperanto, target group: Serbo-Croatian NMT model.",True
opus-mt-eo-sv,Helsinki-NLP/opus-mt-eo-sv,epo,swe,,,"https://huggingface.co/Helsinki-NLP/opus-mt-eo-sv, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/epo-swe/README.md","epo-swe, source group: Esperanto, target group: Swedish NMT model.",False
